id,breed,birth_date,rpro,birth_weight,first_weight,last_weight,days_at_grower,last_measure_age,first_measure_age,go_home_date,total_gain_grower,days_since_first,avg_gain_grower,total_gain_birth,average_gain_birth
8677,HO,2021-08-02,PREG,,194,1360,593,598,82,2023-03-23,1166,516,2.25968992248062,,
8679,HO,2021-08-03,PREG,,203,1260,593,597,81,2023-03-23,1057,516,2.0484496124031,,
8680,HO,2021-08-04,PREG,,182,1220,607,610,82,2023-04-06,1038,528,1.96590909090909,,
8681,HO,2021-08-06,PREG,,164,1380,593,601,86,2023-03-30,1216,515,2.36116504854369,,
8682,,2021-08-05,PREG,,850,1260,,635,379,2023-05-02,410,256,1.6015625,,
8683,HO,2021-08-05,PREG,,187,1240,586,595,87,2023-03-23,1053,508,2.07283464566929,,
8684,HO,2021-08-06,PREG,,195,1270,586,594,86,2023-03-23,1075,508,2.11614173228346,,
8685,HO,2021-08-06,PREG,,214,1340,586,594,86,2023-03-23,1126,508,2.21653543307087,,
8686,HO,2021-08-06,PREG,,225,1280,586,594,86,2023-03-23,1055,508,2.07677165354331,,
8687,HO,2021-08-06,PREG,,245,1250,586,594,86,2023-03-23,1005,508,1.97834645669291,,
8688,HO,2021-08-07,PREG,,215,1350,593,600,85,2023-03-30,1135,515,2.20388349514563,,
8689,HO,2021-08-07,PREG,,235,1340,586,593,85,2023-03-23,1105,508,2.1751968503937,,
8690,HO,2021-08-08,PREG,,215,1290,628,632,84,2023-05-04,1075,548,1.96167883211679,,
8691,HJ,2021-08-08,PREG,,235,1430,626,632,84,2023-05-02,1195,548,2.18065693430657,,
8693,HO,2021-08-10,SLD/DIE,,236,315,,204,82,,79,122,0.647540983606557,,
8694,HO,2021-08-10,PREG,,225,1420,586,590,82,2023-03-23,1195,508,2.35236220472441,,
8695,HO,2021-08-10,PREG,,215,1230,626,630,82,2023-05-02,1015,548,1.8521897810219,,
8696,HO,2021-08-12,PREG,,225,1550,600,602,80,2023-04-06,1325,522,2.53831417624521,,
8697,HO,2021-08-13,PREG,,195,1310,607,608,79,2023-04-13,1115,529,2.10775047258979,,
8698,HO,2021-08-13,PREG,,284,1220,593,594,79,2023-03-30,936,515,1.81747572815534,,
8699,HO,2021-08-13,PREG,,214,1460,621,622,79,2023-04-27,1246,543,2.29465930018416,,
8700,HJ,2021-08-13,PREG,,188,1210,597,608,88,2023-04-13,1022,520,1.96538461538462,,
8701,HO,2021-08-13,PREG,,222,1250,616,627,88,2023-05-02,1028,539,1.90723562152134,,
8702,HO,2021-08-13,PREG,,212,1370,583,594,88,2023-03-30,1158,506,2.28853754940711,,
8703,HO,2021-08-14,PREG,,215,1340,611,621,87,2023-04-27,1125,534,2.10674157303371,,
8704,HO,2021-08-14,PREG,,226,1290,576,586,87,2023-03-23,1064,499,2.13226452905812,,
8705,HO,2021-08-15,PREG,,199,1290,576,585,86,2023-03-23,1091,499,2.18637274549098,,
8706,HO,2021-08-15,SLD/DIE,,230,1180,,551,86,,950,465,2.04301075268817,,
8707,HO,2021-08-16,PREG,,210,1300,597,605,85,2023-04-13,1090,520,2.09615384615385,,
8708,HO,2021-08-16,PREG,,385,1140,583,591,182,2023-03-30,755,409,1.84596577017115,,
8709,HO,2021-08-18,PREG,,208,1400,590,596,83,2023-04-06,1192,513,2.32358674463938,,
8710,,2021-08-18,PREG,,418,1290,,622,190,2023-05-02,872,432,2.01851851851852,,
8711,HO,2021-08-19,PREG,,260,1210,590,595,179,2023-04-06,950,416,2.28365384615385,,
8712,HO,2021-08-20,PREG,,201,1310,583,587,81,2023-03-30,1109,506,2.19169960474308,,
8713,HO,2021-08-20,PREG,,218,1320,583,587,81,2023-03-30,1102,506,2.17786561264822,,
8714,HO,2021-08-21,PREG,,220,1290,583,586,80,2023-03-30,1070,506,2.11462450592885,,
8715,HO,2021-08-21,PREG,,260,1370,611,614,80,2023-04-27,1110,534,2.07865168539326,,
8716,HO,2021-08-21,PREG,,211,1340,583,586,80,2023-03-30,1129,506,2.23122529644269,,
8717,HO,2021-08-21,PREG,,199,1380,583,586,80,2023-03-30,1181,506,2.33399209486166,,
8718,HO,2021-08-21,PREG,,215,1270,574,586,91,2023-03-30,1055,495,2.13131313131313,,
8719,HO,2021-08-22,PREG,,214,1270,574,585,90,2023-03-30,1056,495,2.13333333333333,,
8720,HO,2021-08-24,SLD/DIE,,178,1360,,610,88,,1182,522,2.26436781609195,,
8721,HO,2021-08-24,PREG,,214,1240,546,555,88,2023-03-02,1026,467,2.19700214132762,,
8722,,2021-08-24,PREG,,389,1240,,583,198,2023-03-30,851,385,2.21038961038961,,
8723,HJ,2021-08-25,PREG,,236,1150,609,615,87,2023-05-04,914,528,1.73106060606061,,
8724,HJ,2021-08-26,PREG,,212,1230,581,588,86,2023-04-06,1018,502,2.02788844621514,,
8725,HO,2021-08-26,PREG,,258,1270,581,588,86,2023-04-06,1012,502,2.01593625498008,,
8726,HJ,2021-08-27,PREG,,235,1140,574,580,85,2023-03-30,905,495,1.82828282828283,,
8727,HJ,2021-08-27,PREG,,236,1260,574,580,85,2023-03-30,1024,495,2.06868686868687,,
8728,HO,2021-08-27,PREG,,215,1380,609,613,85,2023-05-04,1165,528,2.20643939393939,,
8729,HO,2021-08-28,PREG,,232,1250,581,586,84,2023-04-06,1018,502,2.02788844621514,,
8730,HO,2021-08-28,PREG,,225,1290,602,607,84,2023-04-27,1065,523,2.03632887189293,,
8731,HO,2021-08-29,PREG,,213,1320,574,578,83,2023-03-30,1107,495,2.23636363636364,,
8732,HO,2021-08-29,PREG,,223,1260,607,611,83,2023-05-02,1037,528,1.96401515151515,,
8733,HJ,2021-08-30,PREG,,236,1240,607,610,82,2023-05-02,1004,528,1.90151515151515,,
8734,HJ,2021-08-30,SLD/DIE,,220,220,,82,82,,0,0,,,
8735,HO,2021-08-30,PREG,,216,1160,574,577,82,2023-03-30,944,495,1.90707070707071,,
8736,HO,2021-08-31,PREG,,209,1160,572,583,93,2023-04-06,951,490,1.94081632653061,,
8737,HO,2021-08-31,SLD/DIE,,216,1070,,549,92,,854,457,1.86870897155361,,
8738,HJ,2021-08-31,PREG,,243,,572,690,92,2023-04-06,,598,,,
8739,HO,2021-09-01,PREG,,213,1180,593,603,92,2023-04-27,967,511,1.89236790606654,,
8740,HJ,2021-09-01,PREG,,203,1240,565,575,92,2023-03-30,1037,483,2.14699792960663,,
8741,HO,2021-09-02,PREG,,239,1220,572,581,91,2023-04-06,981,490,2.00204081632653,,
8742,,2021-04-14,SLD/DIE,,640,600,,461,441,,-40,20,-2,,
8743,HJ,2021-09-02,PREG,,220,1100,565,574,90,2023-03-30,880,484,1.81818181818182,,
8744,HO,2021-09-03,SLD/DIE,,232,930,,376,89,,698,287,2.43205574912892,,
8745,HO,2021-09-04,PREG,,227,1300,565,572,89,2023-03-30,1073,483,2.22153209109731,,
8746,HJ,2021-09-05,PREG,,195,1040,572,578,88,2023-04-06,845,490,1.72448979591837,,
8747,HO,2021-09-05,PREG,,234,1240,572,578,88,2023-04-06,1006,490,2.0530612244898,,
8748,HJ,2021-09-05,PREG,,225,1180,565,571,88,2023-03-30,955,483,1.97722567287785,,
8749,HJ,2021-09-06,PREG,,210,1110,621,624,87,2023-05-25,900,537,1.67597765363129,,
8750,HO,2021-09-06,PREG,,215,1280,565,570,86,2023-03-30,1065,484,2.2004132231405,,
8751,HO,2021-09-06,PREG,,205,,579,584,86,2023-04-13,,498,,,
8752,HO,2021-09-07,PREG,,162,1010,572,576,86,2023-04-06,848,490,1.73061224489796,,
8753,HO,2021-09-07,PREG,,195,1100,572,576,85,2023-04-06,905,491,1.84317718940937,,
8754,HO,2021-09-07,PREG,,221,1240,572,576,86,2023-04-06,1019,490,2.07959183673469,,
8755,HJ,2021-09-07,PREG,,195,1290,572,576,86,2023-04-06,1095,490,2.23469387755102,,
8756,HO,2021-09-08,PREG,,215,1260,565,568,85,2023-03-30,1045,483,2.16356107660455,,
8757,,2021-09-08,PREG,,345,1320,,596,183,2023-04-27,975,413,2.36077481840194,,
8758,HO,2021-09-08,PREG,,257,1180,579,582,84,2023-04-13,923,498,1.85341365461847,,
8759,HO,2021-09-09,SLD/DIE,,238,1200,579,581,84,2023-04-13,962,497,1.93561368209256,,
8760,HJ,2021-09-09,PREG,,224,1320,621,621,84,2023-05-25,1096,537,2.04096834264432,,
8762,HO,2021-09-09,PREG,,223,1410,600,600,83,2023-05-04,1187,517,2.29593810444874,,
8763,HO,2021-09-10,PREG,,205,1160,558,566,88,2023-03-30,955,478,1.9979079497908,,
8764,HO,2021-09-10,PREG,,288,1050,572,580,88,2023-04-13,762,492,1.54878048780488,,
